,7,8,9,10,13,16,18,19,20,25,27,28,29,32,34,36,63,64,66,67,69,70,71,73,75,77,78,79,80,81,82,83,84,86,87,88,89,90,92,93,94,95,96,97,98,99,100,101,102,107,109,110,112,143,148,149
mmu-let-7a-5p,0.541424971,0.970522344,1.116383985,1.898194509,1.182357786,0.352414983,1.176036565,1.171886894,1.442095459,1.353942684,1,0.972542588,1.325313194,1.032398535,1.071154561,1.068682525,0.365658212,1.337309444,0.668350982,1.17881174,1.27795172,1.305274435,0.990686158,1.218410264,3.160753441,0.588991751,1.032398535,1.071154561,1.068682525,1.936788834,1.000115531,0.968618189,0.956829207,0.975468146,1.046689357,1.488301345,1.10790435,0.890295396,0.759260398,1.262312403,1.323477193,1.491744027,0.972430242,1.217706686,1.783444928,2.377590077,1.044635763,1.235704112,1.143402487,0.39342667,0.179202997,0.299127682,0.962260891,0.853817714,0.714662173,1.099616149
mmu-let-7b-5p,0.822925272,2.762229773,1.309334154,2.893351967,1.024320127,1.377134211,1.810789589,1.010334721,1.639398595,1.510647092,1,0.999191655,1.580447743,1.153485605,1.196787214,0.869846858,1.51278364,1.647562658,1.258538049,0.991945892,1.651564523,1.413396427,1.190444201,1.543280175,3.709249981,1.61972662,1.153485605,1.196787214,0.869846858,0.691914973,1.193473611,1.310393404,1.185366617,0.829415358,1.130399971,1.218128784,0.961149886,0.805872775,0.786035658,1.516719184,1.156153804,1.147107024,1.489333314,1.063755556,1.340402857,1.638641207,0.980099415,1.476655546,1.036940658,0.264101915,0.337899628,0.418074899,0.835377389,0.974679631,0.580888564,1.360370852
mmu-let-7c-5p,0.93292521,1.352691953,1.271766078,2.71407358,1.317375538,1.139123499,1.72893654,1.417976215,1.768059305,1.306916226,1,1.130399971,1.373001625,1.298638603,1.337154961,1.373477554,1.602906937,1.550069963,1.19320823,1.125318458,1.417976215,1.558291534,1.14750465,1.4054187,3.750774423,1.861355128,1.298638603,1.337154961,1.373477554,1.837401188,1.380476823,1.194163187,1.296240426,0.979533451,1.247321467,1.566632363,1.25948447,0.947171778,0.884336087,1.400561175,1.353160841,1.382232207,1.147637223,1.243293291,1.994001737,1.502640612,1.489677463,1.535100739,1.328992841,0.374273982,0.371045153,0.541800389,1.027757571,0.990342872,0.634342247,1.111108729
mmu-let-7d-5p,0.697291274,1.038019347,0.89059001,1.756312826,1.203859199,0.86083054,1.2974194,1.22674325,1.811477224,1.077110802,1,1.179220356,1.321643735,0.945402117,1.170533859,0.8020885,1.372444364,1.319812817,0.71720171,1.027638847,1.083600777,1.375326514,0.991373087,1.25092908,2.908036747,1.639025538,0.945402117,1.170533859,0.8020885,1.36761928,0.956055759,1.080725402,1.37109956,0.765336795,1.0761158,1.087991033,1.056895936,0.965359361,0.827979335,1.583116033,1.054334998,1.281647924,0.77092727,1.177858853,1.345056399,1.02562263,1.222640278,1.751187223,1.118320208,0.463347556,0.292734901,0.704578977,0.928195109,1.137605228,0.663116075,0.689202576
mmu-let-7e-5p,0.665648903,1.048868151,1.064985164,2.392909497,1.056773846,0.921086892,1.498464512,1.207341106,1.262397862,1.392972394,1,1.141422837,1.191132028,0.961260928,0.902604994,1.02870786,0.803076688,1.025504152,0.663192149,0.941696017,1.25948447,0.921047948,0.730775413,0.77271055,3.563916411,1.074328601,0.961260928,0.902604994,1.02870786,1.183998019,1.057873167,0.659296807,0.753841609,0.868240525,0.839634489,1.767446648,0.882601028,0.861141368,0.617138698,1.171733923,1.022664789,1.134455485,0.790954531,0.778714647,1.354412006,1.630709728,0.954621014,0.783678234,0.932601938,0.278773758,0.201195043,0.238958722,0.634855429,0.889458994,0.986460599,0.672683604
mmu-let-7f-5p,0.458131394,0.640749935,1.015248808,1.815873664,0.963039359,1.120484869,1.341563103,1.231002194,1.474439541,1.080101331,1,1.026570945,1.437272219,0.777546036,0.719549911,1.059095976,0.844382548,0.876200737,0.452480597,0.881683847,1.272647905,0.924212282,0.770304095,1.057018041,2.56743989,0.781946243,0.777546036,0.719549911,1.059095976,2.192636512,1.04765715,1.046810282,0.784221627,0.753232245,0.781779323,1.438601154,0.88812419,0.956346281,0.641564699,1.194212852,1.104454001,1.164733586,0.829127954,1.515891679,1.619632689,1.379839055,1.00765376,1.007188233,1.01489701,0.189617847,0.127243747,0.184773957,0.809722796,0.759435845,0.705311923,0.652025368
mmu-let-7g-5p,0.579079501,0.866236779,1.097965964,1.178335881,1.275149735,1.06026961,0.947626151,1.214054623,1.619071465,0.928624125,1,1.059095976,1.107520446,0.918912883,0.724554776,1.110980376,0.992519716,0.793517163,0.433041992,0.802366531,1.018773496,1.366222225,0.849979529,0.955945318,1.499036488,1.848959127,0.918912883,0.724554776,1.110980376,1.741905872,0.773871893,0.906261938,0.893991694,0.907624002,0.894301582,1.485209725,0.898028623,1.358177465,0.685708194,2.090346346,1.350349946,1.540074348,0.866737282,1.07487334,1.795849768,0.896577376,1.095811766,0.983047705,1.30435207,0.296718476,0.281589739,0.447771104,1.271472272,1.20664392,0.874380622,0.566834706
mmu-let-7i-5p,0.748893947,0.8020885,1.032995045,1.84190523,0.915522131,0.686388919,1.462530708,1.0761158,2.367175495,1.07860503,1,0.89492168,0.889048071,1.100378609,0.840993565,1.18906974,0.640467676,0.75488738,0.664493427,0.874986906,1.160569832,0.983194102,0.954290225,1.625631204,0.516570621,1.167710248,1.100378609,0.840993565,1.18906974,1.216441269,1.150424788,1.064370182,1.542567193,0.889561754,1.16379208,1.204693939,0.872866748,0.810427481,0.829702861,1.047917397,1.23827636,1.340712592,0.939957001,1.14089551,1.575343748,0.643717681,1.260503392,2.359258226,1.035504148,0.232639288,0.204853815,2.897549552,0.551525693,0.957271458,0.491864669,1.072516617
mmu-miR-106a-5p,0.871053558,0.819509929,0.856682981,1.623036937,1.261960424,0.868659793,1.435740401,1.329453515,3.274254961,1.34552264,1,1.191544914,0.90208378,0.885767519,1.123629702,0.473630316,0.9148402,0.9146764,0.900846269,1.061668478,1.068682525,0.343301524,0.861247622,0.997922719,0.313285195,0.357621737,0.885767519,1.123629702,0.473630316,0.137801803,0.92541133,0.977385766,0.876200737,0.853324672,0.80097734,0.947151207,1.27618133,2.291934794,0.882499072,1.996342146,0.885358302,0.566441943,1.475973344,0.933787814,0.813755146,0.200059355,1.285206337,0.856979936,1.229722961,0.454756658,0.396025893,0.768348822,0.299681099,1.163926534,0.598048061,0.70514898
