,7,8,9,10,13,16,18,19,20,25,27,28,29,32,34,36,63,64,66,67,69,70,71,73,75,77,78,79,80,81,82,83,84,86,87,88,89,90,92,93,94,95,96,97,98,99,100,101,102,104,105,107,109,110,112,143,148,149
mmu-miR-181d-5p,21.644,21.546,20.546,20.177214,20.716,19.684254,19.26984,21.311,20.488,20.655,20.892,20.447,20.9,21.395,21.434,21.654,22.924465,21.214,23.403608,20.438,20.796,20.175385,22.253,21.141,22.97049,19.781393,21.395,21.434,21.654,22.595,21.251,20.988,21.141,21.25,21.387,21.824,20.786,21.704002,20.977,21.444622,20.682,20.75,21.983,21.001,21.43,22.226,21.286,21.507,20.728,25.04,22.736,21.24,24.132,23.713,21.94,20.334,20.256,21.52
mmu-miR-182-5p,25.571,25.907,24.314,24.126514,23.657,24.59705,23.102282,24.075,23.777,24.91,24.757,23.608,23.806,25.15,24.577,25.173,26.92933,24.825,27.450668,24.165,24.565,25.679008,25.745,25.181,27.518866,23.27655,25.15,24.577,25.173,26.234,24.552,20.881,25.181,24.814,24.796,27.329,23.937,22.732038,23.769,22.749924,23.884,24.163,25.605,22.554,25.244,28.206,24.409,24.504,23.656,31.219,29.989,24.493,27.08,27.917,26.423,23.856,23.413,25.592
mmu-miR-186-5p,22.965,23.433,21.547,21.899883,21.631,22.729967,21.297686,22.134,21.545,22.055,21.927,21.576,21.596,22.556,22.266,22.372,26.238113,22.58,25.167053,21.576,21.723,25.261757,23.178,22.205,23.080078,24.268427,22.556,22.266,22.372,23.14,22.144,21.635,22.205,22.134,22.015,24.831,21.873,21.20222,21.381,21.300383,21.396,21.911,23.464,20.652,21.962,22.782,22.332,21.837,21.788,24.881,22.819,22.459,25.487,25.455,22.34,21.558,21.334,22.274
mmu-miR-195a-5p,17.801,18.004,16.662,16.393845,16.682,16.665028,15.729414,16.54,16.175,16.669,16.691,15.75,16.553,17.221,17.841,17.573,19.513557,18.114,19.434649,16.309,16.379,15.598417,18.814,17.264,20.1784,16.211344,17.221,17.841,17.573,18.391,17.071,16.59,17.264,17.116,17.58,18.64,17.248,15.527345,16.6,15.510484,16.415,16.64,17.668,16.408,17.493,19.696,16.903,17.08,16.29,25.06,22.081,17.973,19.963,19.924,19.295,15.719,15.367,17.432
mmu-miR-19a-3p,21.483,21.111,18.908,19.218794,18.751,19.085121,18.58394,19.247,19.105,19.702,19.07,18.4,20.214,20.099,19.753,20.684,21.825035,20.214,22.201445,19.107,19.51,17.938705,20.619,19.901,26.409424,18.24537,20.099,19.753,20.684,22.524,19.817,19.271,19.901,20.442,19.731,22.983,18.899,17.610826,19.786,17.386723,19.744,19.612,20.585,19.371,21.649,26.963,19.881,20.01,18.703,28.449,28.976,21.182,22.792,22.452,23.919,18,18.358,19.961
mmu-miR-19b-3p,21.596,21.164,19.099,19.228544,18.721,18.744125,18.562452,19.405,19.207,19.917,19.145,18.515,19.862,20.405,19.857,21.367,21.556911,20.248,22.316404,19.197,19.601,18.41315,20.656,19.926,26.591816,17.932243,20.405,19.857,21.367,23.138,20.01,19.607,19.926,20.594,19.981,23.03,18.874,17.448196,19.83,17.161728,20.11,19.679,20.555,19.896,21.941,27.345,19.954,20.212,18.873,28.75,27.326,20.925,23.006,22.317,23.762,17.899,18.236,21.543
mmu-miR-200c-3p,19.567,19.674,18.356,18.236582,18.654,18.923546,17.866718,19.418,18.641,18.711,18.757,18.278,18.711,19.097,21.456,18.202,22.29775,19.362,21.62826,18.408,18.374,18.5102,19.728,19.577,20.533106,18.457386,19.097,21.456,18.202,20.243,18.068,18.585,19.577,19.26,18.91,20.657,18.806,18.045017,19.047,17.795145,18.659,18.563,19.817,19.072,19.528,20.823,19.074,19.005,18.623,21.905,20.799,19.429,21.922,22.344,19.779,18.367,18.744,20.035
mmu-miR-20a-5p,20.452,20.924,18.899,18.996742,18.6,18.585505,18.46936,19.126,18.914,19.19,18.766,18.344,18.98,19.675,19.334,19.864,21.177666,19.643,22.251753,18.825,18.841,18.188211,19.838,19.505,23.97711,18.332712,19.675,19.334,19.864,21.681,19.345,18.977,19.505,19.767,19.252,21.713,18.688,17.879175,18.992,17.98437,19.092,19.662,19.972,19.069,20.201,23.943,19.175,19.593,18.638,26.499,25.98,20.327,22.533,22.269,21.918,18.396,18.44,20.783
mmu-miR-20b-5p,22.566,22.692,20.837,20.461128,20.845,19.913908,19.921144,21.49,21.272,20.828,20.677,20.347,21.462,22.002,21.849,22.581,22.789276,22.06,23.638739,20.934,20.876,20.224619,22.32,21.652,25.923565,20.403772,22.002,21.849,22.581,23.471,21.72,20.757,21.652,21.804,21.622,23.529,20.942,20.091827,21.24,19.941475,21.438,21.581,22.15,21.309,22.712,25.936,21.683,21.701,21.214,28.817,27.871,22.76,25.167,24.629,24.133,20.28,22.161,22.994
mmu-miR-221-3p,22.427,23.056,21.741,20.962729,21.471,21.10025,20.180092,21.709,21.06,22.033,22.029,21.087,21.877,23.051,22.476,22.69,23.66479,22.28,23.413425,21.387,21.47,20.463877,22.802,21.706,22.661533,20.687132,23.051,22.476,22.69,22.787,21.833,21.41,21.706,22.146,22.283,23.048,21.674,20.76005,21.662,20.465567,21.508,21.577,22.954,21.432,22.308,23.648,21.867,21.906,21.453,25.341,24.297,21.871,24.733,24.511,22.517,21.695,21.537,22.58
mmu-miR-222-3p,21.314,21.549,20.33,19.593433,20.398,20.432898,18.928692,20.105,19.861,20.356,20.336,19.414,20.435,21.118,21.052,21.24,23.722813,21.166,22.85545,19.905,20.184,19.365475,21.311,20.412,21.216522,19.698132,21.118,21.052,21.24,22.203,20.201,19.829,20.412,21.128,20.683,22.122,20.518,19.158978,19.957,18.666101,20.286,20.438,21.758,19.969,21.046,22.935,20.655,20.451,20.036,25.337,23.483,21.342,23.529,23.206,21.594,19.845,19.881,20.246
mmu-miR-23a-3p,17.252,17.78,15.983,15.733432,15.641,15.592149,15.239864,15.99,15.713,16.685,16.147,15.572,16.434,17.121,16.775,16.991,18.167213,16.57,18.726074,15.936,16.288,14.906125,17.356,16.803,17.949701,15.312905,17.121,16.775,16.991,17.834,16.776,16.282,16.803,16.756,16.743,17.892,16.184,14.882905,16.152,14.437406,16.016,16.222,17.448,16.55,16.694,18.236,16.605,16.734,15.787,21.505,20.745,15.848,18.607,18.854,17.38,15.345,15.196,17.273
mmu-miR-23b-3p,18.1,18.455,16.43,16.594963,16.372,16.253407,15.754067,16.689,16.741,17.723,16.66,16.39,17.77,18.021,17.339,17.848,18.904997,17.287,19.275227,16.91,17.225,16.299335,18.131,17.894,18.888706,16.159168,18.021,17.339,17.848,18.485,17.617,17.566,17.894,17.631,17.172,18.903,16.643,15.774551,17.02,15.280764,17.12,16.985,18.411,17.158,17.669,19.053,17.33,17.92,16.733,21.765,21.471,16.687,19.602,19.769,18.663,16.099,16.354,18.794
mmu-miR-26a-5p,16.787,17.035,15.349,14.524308,15.415,15.251803,15.203324,15.677,15.676,15.854,15.514,15.211,15.82,16.151,16.075,16.494,18.31233,16.276,19.01936,15.327,15.479,15.2392,16.623,16.108,18.580408,15.216276,16.151,16.075,16.494,17.198,16.144,15.653,16.108,16.127,15.93,17.271,15.643,14.831245,15.786,14.231351,15.589,15.694,16.865,15.983,16.404,18.051,15.919,16.059,15.564,21.333,19.791,16.128,18.967,18.747,17.285,15.19,15.236,17.183
mmu-miR-26b-5p,18.649,18.626,17.024,16.845877,16.696,16.80297,16.244701,17.326,15.491,17.378,16.938,16.45,17.76,18.153,18.284,18.489,19.655363,17.99,20.142397,16.865,17.545,16.17926,18.734,18.426,19.782028,16.618402,18.153,18.284,18.489,20.5,18.407,17.902,18.426,17.828,18.275,18.721,17.064,16.382858,17.688,15.755553,17.047,17.569,18.454,17.422,18.08,19.439,18.24,18.599,16.907,23.609,22.516,17.805,20.87,20.823,20.968,16.109,17.28,20.723
mmu-miR-27a-3p,17.648,17.999,16.027,16.012697,15.626,15.734861,15.140151,15.923,16.33,16.281,15.877,15.433,16.582,16.808,16.598,17.481,18.488611,16.72,19.50442,15.777,16.32,14.918867,17.218,16.935,20.380058,15.140953,16.808,16.598,17.481,18.982,16.549,16.129,16.935,17.127,16.563,19.27,15.875,14.909816,17.234,14.308908,16.296,16.282,17.404,15.909,17.567,20.281,16.484,16.837,15.666,24.246,22.658,17.252,19.673,19.654,19.557,15.052,14.928,17.369
mmu-miR-27b-3p,18.603,18.797,17.082,17.390665,16.846,17.071869,16.704914,17.013,19.113,17.354,17.114,16.532,17.68,17.808,17.853,18.583,20.39481,18.11,21.122595,16.937,17.262,16.719683,18.43,23.161,20.356354,16.33215,17.808,17.853,18.583,19.376,17.364,17.242,23.161,18.108,17.729,19.463,17.274,15.956415,17.729,15.608891,17.254,17.385,18.514,18.843,18.195,20.579,17.414,19.363,16.865,29.015,21.735,18.596,20.866,20.989,22.172,16.44,16.687,18.188
mmu-miR-291a-3p,30.67,30.69,29.156,28.853865,29.325,30.189432,27.505129,29.847,31.015,29.963,29.979,28.558,29.243,30.302,30.788,30.925,33.821682,29.692,31.469215,29.957,29.989,28.792944,31.741,29.257,31.13022,28.727757,30.302,30.788,30.925,31.968,30.556,29.999,29.257,30.513,29.455,30.173,29.707,27.213764,30.449,28.259346,30.249,28.954,30.596,30.421,31.352,31.246,30.185,31.806,29.43,34.09,32.346,31.466,31.609,32.976,32.311,30.652,30.297,34.109
mmu-miR-294-3p,30.548,31.128,29.688,28.488201,30.08,28.868916,28.050297,32.086,30.559,30.769,30.057,29.289,31.23,31.751,31.457,30.357,28.268988,29.501,29.1244,30.105,30.586,28.858957,30.35,30.748,32.508827,28.759966,31.751,31.457,30.357,31.625,29.868,31.065,30.748,30.857,29.498,31.977,29.915,28.519,30.711,28.750648,29.608,31.201,30.802,29.392,30.484,33.189,29.358,29.837,29.328,34.226,33.247,30.73,32.961,32.889,32.019,29.55,29.852,34.438
mmu-miR-295-3p,31.662,34.172,30.559,31.18473,31.198,29.646624,30.678164,31.249,33.386,31.699,32.444,30.669,32.316,33.448,31.98,34.993,32.382915,32.857,35.99305,30.566,29.762,32.58003,33.691,32.974,32.480427,29.929287,33.448,31.98,34.993,35.505,31.814,32.597,32.974,32.352,32.238,36.11,31.69,30.079866,32.745,29.207474,31.584,32.144,31.6,32.317,32.361,35.073,31.424,32.413,31.306,40,40,36.822,37.654,37.733,34.986,30.991,32.109,33.913
mmu-miR-29a-3p,17.053,17.635,15.706,15.583307,15.877,15.571782,15.33789,15.932,16.137,15.923,15.571,15.361,16.211,16.437,16.362,16.655,18.91252,16.691,19.333054,15.594,15.8,15.577161,16.656,15.351,20.665808,15.543099,16.437,16.362,16.655,16,16.184,16.849,15.351,16.523,16.318,18.523,15.975,15.838611,15.558,14.865186,16.105,22.337,17.218,15.491,16.953,20.625,16.339,16.601,15.811,22.817,21.335,17.322,19.588,20.116,19.609,15.158,14.986,16.982
mmu-miR-29b-3p,20.907,20.677,18.312,17.806944,18.704,18.049452,17.72543,18.437,18.839,18.9,18.334,17.691,18.944,19.011,18.701,20.752,22.658842,19.899,21.5427,17.897,19.191,17.322266,19.918,18.817,26.78934,17.246801,19.011,18.701,20.752,23.573,18.874,18.508,18.817,20.402,19.162,22.84,18.448,17.22965,19.71,17.546072,20.046,19.704,20.008,18.494,21.064,25.029,19.255,19.709,17.877,26.583,25.943,22.328,22.839,22.241,23.334,17.009,18.236,20.389
mmu-miR-29c-3p,17.373,17.827,15.677,15.407436,15.932,16.077244,16.084494,15.986,16.21,15.971,15.577,15.247,16.182,16.538,16.472,16.798,19.049038,16.825,19.079239,15.665,15.999,14.953631,16.722,16.279,21.448729,15.049129,16.538,16.472,16.798,18.73,16.278,15.726,16.279,16.636,16.399,18.474,16.02,14.838001,15.798,14.521333,16.157,16.294,17.356,15.848,17.283,21.052,16.401,16.446,15.743,23.319,21.786,17.543,19.782,19.473,18.879,15.002,15.066,16.669
mmu-miR-301a-3p,24.884,24.694,22.453,22.061457,21.583,21.503077,21.117323,21.921,21.963,23.005,22.474,21.427,23.299,22.778,22.616,23.974,24.423412,23.204,24.55567,21.631,23.18,20.839201,23.535,23.574,30.546541,20.917244,22.778,22.616,23.974,26.387,22.466,22.621,23.574,23.439,22.52,26.606,21.729,20.92488,23.513,20.53183,23.052,22.867,23.255,22.473,25.096,30.122,22.628,23.772,21.622,32.484,32.597,24.169,25.878,25.777,27.629,21.288,20.887,23.129
mmu-miR-301b-3p,24.47,24.522,22.531,22.583847,21.735,21.811644,21.83181,22.34,20.187,23.171,22.646,21.633,19.275,23.317,22.883,24.576,24.766375,23.61,24.75542,22.127,22.665,21.211834,23.828,19.002,29.953747,21.085073,23.317,22.883,24.576,19.514,22.683,23.973,19.002,23.973,22.75,26.826,21.872,21.320011,24.262,20.779556,23.626,27.316,23.559,21.754,25.355,30.798,22.932,19.329,22.287,34.956,34.186,24.413,26.163,26.487,28.994,21.526,22.025,24.701
mmu-miR-302b-3p,35.075,40,40,35.454796,34.112,40,28.879074,33.265,33.801,40,32.664,34.384,40,40,40,40,32.387615,40,33.77326,33.411,34.82,28.142221,37.621,40,40,29.542627,40,40,40,38.223,40,37.695,40,40,37.107,40,40,28.834812,34.306,29.534452,40,40,40,34.761,35.06,35.916,35.069,36.495,34.952,40,40,40,40,38.931,40,33.576,34.042,40
mmu-miR-302d-3p,30.288,32.79,31.408,30.178375,29.372,28.688223,27.011559,29.556,29.918,30.776,31.852,30.416,30.916,32.209,32.575,32.734,30.24454,29.971,30.525002,28.658,29.852,30.636438,29.283,33.268,33.26629,28.326925,32.209,32.575,32.734,31.391,31.351,31.013,33.268,30.693,29.821,31.676,30.522,27.905066,29.685,27.6789,29.918,30.362,28.751,30.688,28.644,32.258,29.833,29.719,29.233,34.434,32.605,29.981,32.082,31.716,31.701,30.376,29.066,31.88
